|title|requirement
657|§ 121.333(c)(2)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(c) Use of oxygen masks by flight crewmembers. (1) When operating at flight altitudes above flight level 250, each flight crewmember on flight deck duty must be provided with an oxygen mask so designed that it can be rapidly placed on his face from its ready position, properly secured, sealed, and supplying oxygen upon demand; and so designed that after being placed on the face it does not prevent immediate communication between the flight crewmember and other crewmembers over the airplane intercommunication system. When it is not being used at flight altitudes above flight level 250, the oxygen mask must be kept in condition for ready use and located so as to be within the immediate reach of the flight crewmember while at his duty station. 
(2) When operating at flight altitudes above flight level 250, one pilot at the controls of the airplane shall at all times wear and use an oxygen mask secured, sealed, and supplying oxygen, in accordance with the following:
(i) The one pilot need not wear and use an oxygen mask at or below the following flight levels if each flight crewmember on flight deck duty has a quick-donning type of oxygen mask that the certificate holder has shown can be placed on the face from its ready position, properly secured, sealed, and supplying oxygen upon demand, with one hand and within five seconds:
(A) For airplanes having a passenger seat configuration of more than 30 seats, excluding any required crewmember seat, or a payload capacity of more than 7,500 pounds, at or below flight level 410.
(B) For airplanes having a passenger seat configuration of less than 31 seats, excluding any required crewmember seat, and a payload capacity of 7,500 pounds or less, at or below flight level 350.
(ii) Whenever a quick-donning type of oxygen mask is to be used under this section, the certificate holder shall also show that the mask can be put on without disturbing eye glasses and without delaying the flight crewmember from proceeding with his assigned emergency duties. The oxygen mask after being put on must not prevent immediate communication between the flight crewmember and other crewmembers over the airplane intercommunication system.
"
658|§ 121.333(c)(3)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(c) Use of oxygen masks by flight crewmembers. (1) When operating at flight altitudes above flight level 250, each flight crewmember on flight deck duty must be provided with an oxygen mask so designed that it can be rapidly placed on his face from its ready position, properly secured, sealed, and supplying oxygen upon demand; and so designed that after being placed on the face it does not prevent immediate communication between the flight crewmember and other crewmembers over the airplane intercommunication system. When it is not being used at flight altitudes above flight level 250, the oxygen mask must be kept in condition for ready use and located so as to be within the immediate reach of the flight crewmember while at his duty station. 
(3) Notwithstanding paragraph (c)(2) of this section, if for any reason at any time it is necessary for one pilot to leave his station at the controls of the airplane when operating at flight altitudes above flight level 410, the remaining pilot at the controls shall put on and use his oxygen mask until the other pilot has returned to his duty station. 
"
659|§ 121.333(c)(4)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(c) Use of oxygen masks by flight crewmembers. (1) When operating at flight altitudes above flight level 250, each flight crewmember on flight deck duty must be provided with an oxygen mask so designed that it can be rapidly placed on his face from its ready position, properly secured, sealed, and supplying oxygen upon demand; and so designed that after being placed on the face it does not prevent immediate communication between the flight crewmember and other crewmembers over the airplane intercommunication system. When it is not being used at flight altitudes above flight level 250, the oxygen mask must be kept in condition for ready use and located so as to be within the immediate reach of the flight crewmember while at his duty station. 
(4) Before the takeoff of a flight, each flight crewmember shall personally preflight his oxygen equipment to insure that the oxygen mask is functioning, fitted properly, and connected to appropriate supply terminals, and that the oxygen supply and pressure are adequate for use. 
"
660|§ 121.333(d)(1)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(d) Use of portable oxygen equipment by cabin attendants. After November 28, 2005 each mask used for portable oxygen equipment must be connected to its oxygen supply. Above flight level 250, one of the following is required:
(1) Each attendant shall carry portable oxygen equipment with a 15 minute supply of oxygen; or
"
661|§ 121.333(d)(2)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(d) Use of portable oxygen equipment by cabin attendants. After November 28, 2005 each mask used for portable oxygen equipment must be connected to its oxygen supply. Above flight level 250, one of the following is required:
(2) There must be sufficient portable oxygen equipment (including masks and spare outlets) distributed throughout the cabin so that such equipment is immediately available to each attendant, regardless of their location in the cabin; or
"
662|§ 121.333(d)(3)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(d) Use of portable oxygen equipment by cabin attendants. After November 28, 2005 each mask used for portable oxygen equipment must be connected to its oxygen supply. Above flight level 250, one of the following is required:
(3) There are sufficient spare outlets and masks distributed throughout the cabin to ensure immediate availability of oxygen to each cabin attendant, regardless of their location in the cabin. 
"
663|§ 121.333(e)(1)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(e) Passenger cabin occupants. When the airplane is operating at flight altitudes above 10,000 feet, the following supply of oxygen must be provided for the use of passenger cabin occupants: 
(1) When an airplane certificated to operate at flight altitudes up to and including flight level 250, can at any point along the route to be flown, descend safely to a flight altitude of 14,000 feet or less within four minutes, oxygen must be available at the rate prescribed by this part for a 30-minute period for at least 10 percent of the passenger cabin occupants. 
"
664|§ 121.333(e)(2)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(e) Passenger cabin occupants. When the airplane is operating at flight altitudes above 10,000 feet, the following supply of oxygen must be provided for the use of passenger cabin occupants: 
(2) When an airplane is operated at flight altitudes up to and including flight level 250 and cannot descend safely to a flight altitude of 14,000 feet within four minutes, or when an airplane is operated at flight altitudes above flight level 250, oxygen must be available at the rate prescribed by this part for not less than 10 percent of the passenger cabin occupants for the entire flight after cabin depressurization, at cabin pressure altitudes above 10,000 feet up to and including 14,000 feet and, as applicable, to allow compliance with § 121.329(c) (2) and (3), except that there must be not less than a 10-minute supply for the passenger cabin occupants. 
"
665|§ 121.333(e)(3)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(e) Passenger cabin occupants. When the airplane is operating at flight altitudes above 10,000 feet, the following supply of oxygen must be provided for the use of passenger cabin occupants: 
(3) For first-aid treatment of occupants who for physiological reasons might require undiluted oxygen following descent from cabin pressure altitudes above flight level 250, a supply of oxygen in accordance with the requirements of § 25.1443(d) must be provided for two percent of the occupants for the entire flight after cabin depressurization at cabin pressure altitudes above 8,000 feet, but in no case to less than one person. An appropriate number of acceptable dispensing units, but in no case less than two, must be provided, with a means for the cabin attendants to use this supply. 
"
666|§ 121.333(f)|"§ 121.333   Supplemental oxygen for emergency descent and for first aid; turbine engine powered airplanes with pressurized cabins.
(f) Passenger briefing. Before flight is conducted above flight level 250, a crewmember shall instruct the passengers on the necessity of using oxygen in the event of cabin depressurization and shall point out to them the location and demonstrate the use of the oxygen-dispensing equipment. 
"
667|§ 121.335(a)|"§ 121.335   Equipment standards.
(a) Reciprocating engine powered airplanes. The oxygen apparatus, the minimum rates of oxygen flow, and the supply of oxygen necessary to comply with § 121.327 must meet the standards established in section 4b.651 of the Civil Air Regulations as in effect on July 20, 1950, except that if the certificate holder shows full compliance with those standards to be impracticable, the Administrator may authorize any change in those standards that he finds will provide an equivalent level of safety. 
"
668|§ 121.335(b)|"§ 121.335   Equipment standards.
(b) Turbine engine powered airplanes. The oxygen apparatus, the minimum rate of oxygen flow, and the supply of oxygen necessary to comply with §§ 121.329 and 121.333 must meet the standards established in section 4b.651 of the Civil Air Regulations as in effect on September 1, 1958, except that if the certificate holder shows full compliance with those standards to be impracticable, the Administrator may authorize any changes in those standards that he finds will provide an equivalent level of safety. 


"
669|§ 121.337(a)|"§ 121.337   Protective breathing equipment.
(a) The certificate holder shall furnish approved protective breathing equipment (PBE) meeting the equipment, breathing gas, and communication requirements contained in paragraph (b) of this section. 
"
670|§ 121.337(b)(1)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(1) General. The equipment must protect the flightcrew from the effects of smoke, carbon dioxide or other harmful gases or an oxygen deficient environment caused by other than an airplane depressurization while on flight deck duty and must protect crewmembers from the above effects while combatting fires on board the airplane. 
"
671|§ 121.337(b)(2)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(2) The equipment must be inspected regularly in accordance with inspection guidelines and the inspection periods established by the equipment manufacturer to ensure its condition for continued serviceability and immediate readiness to perform its intended emergency purposes. The inspection periods may be changed upon a showing by the certificate holder that the changes would provide an equivalent level of safety. 
"
672|§ 121.337(b)(3)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(3) That part of the equipment protecting the eyes must not impair the wearer's vision to the extent that a crewmember's duties cannot be accomplished and must allow corrective glasses to be worn without impairment of vision or loss of the protection required by paragraph (b)(1) of this section. 
"
673|§ 121.337(b)(4)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(4) The equipment, while in use, must allow the flightcrew to communicate using the airplane radio equipment and to communicate by interphone with each other while at their assigned duty stations. The equipment, while in use, must also allow crewmember interphone communications between each of two flight crewmember stations in the pilot compartment and at least one normal flight attendant station in each passenger compartment. 
"
674|§ 121.337(b)(5)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(5) The equipment, while in use, must allow any crewmember to use the airplane interphone system at any of the flight attendant stations referred to in paragraph (b)(4) of this section. 
"
675|§ 121.337(b)(6)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(6) The equipment may also be used to meet the supplemental oxygen requirements of this part provided it meets the oxygen equipment standards of § 121.335 of this part. 
"
676|§ 121.337(b)(7)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(7) Protective breathing gas duration and supply system equipment requirements are as follows: 
(i) The equipment must supply breathing gas for 15 minutes at a pressure altitude of 8,000 feet for the following: 
(A) Flight crewmembers while performing flight deck duties; and 
(B) Crewmembers while combatting an in-flight fire. 
(ii) The breathing gas system must be free from hazards in itself, in its method of operation, and in its effect upon other components. 
(iii) For breathing gas systems other than chemical oxygen generators, there must be a means to allow the crew to readily determine, during the equipment preflight described in paragraph (c) of this section, that the gas supply is fully charged.
(iv) For each chemical oxygen generator, the supply system equipment must meet the requirements of § 25.1450 (b) and (c) of this chapter. 
"
677|§ 121.337(b)(8)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(8) Smoke and fume protection. Protective breathing equipment with a fixed or portable breathing gas supply meeting the requirements of this section must be conveniently located on the flight deck and be easily accessible for immediate use by each required flight crewmember at his or her assigned duty station.
"
678|§ 121.337(b)(9)|"§ 121.337   Protective breathing equipment.
(b) Pressurized and nonpressurized cabin airplanes. Except as provided in paragraph (f) of this section, no person may operate an airplane unless protective breathing equipment meeting the requirements of this section is provided as follows: 
(9) Fire combatting. Except for nontransport category airplanes type certificated after December 31, 1964, protective breathing equipment with a portable breathing gas supply meeting the requirements of this section must be easily accessible and conveniently located for immediate use by crewmembers in combatting fires as follows: 
(i) One PBE is required for each hand fire extinguisher located for use in a galley other than a galley located in a passenger, cargo, or crew compartment.
(ii) One on the flight deck, except that the Administrator may authorize another location for this PBE if special circumstances exist that make compliance impractical and the proposed deviation would provide an equivalent level of safety. 
(iii) In each passenger compartment, one for each hand fire extinguisher required by § 121.309 of this part, to be located within 3 feet of each required hand fire extinguisher, except that the Administrator may authorize a deviation allowing locations of PBE more than 3 feet from required hand fire extinguisher locations if special circumstances exist that make compliance impractical and if the proposed deviation provides an equivalent level of safety.
"
679|§ 121.337(c)(2)|"§ 121.337   Protective breathing equipment.
(c) Equipment preflight. (1) Before each flight, each item of PBE at flight crewmember duty stations must be checked by the flight crewmember who will use the equipment to ensure that the equipment - 
(i) For other than chemical oxygen generator systems, is functioning, is serviceable, fits properly (unless a universal-fit type), and is connected to supply terminals and that the breathing gas supply and pressure are adequate for use; and 
(ii) For chemical oxygen generator systems, is serviceable and fits properly (unless a universal-fit type). 
(2) Each item of PBE located at other than a flight crewmember duty station must be checked by a designated crewmember to ensure that each is properly stowed and serviceable, and, for other than chemical oxygen generator systems, the breathing gas supply is fully charged. Each certificate holder, in its operations manual, must designate at least one crewmember to perform those checks before he or she takes off in that airplane for his or her first flight of the day.
"
680|§ 121.339(a)(1)|"§ 121.339   Emergency equipment for extended over-water operations.
(a) Except where the Administrator, by amending the operations specifications of the certificate holder, requires the carriage of all or any specific items of the equipment listed below for any overwater operation, or upon application of the certificate holder, the Administrator allows deviation for a particular extended overwater operation, no person may operate an airplane in extended overwater operations without having on the airplane the following equipment: 
(1) A life preserver equipped with an approved survivor locator light, for each occupant of the airplane. 
"
681|§ 121.339(a)(2)|"§ 121.339   Emergency equipment for extended over-water operations.
(a) Except where the Administrator, by amending the operations specifications of the certificate holder, requires the carriage of all or any specific items of the equipment listed below for any overwater operation, or upon application of the certificate holder, the Administrator allows deviation for a particular extended overwater operation, no person may operate an airplane in extended overwater operations without having on the airplane the following equipment: 
(2) Enough life rafts (each equipped with an approved survivor locator light) of a rated capacity and buoyancy to accommodate the occupants of the airplane. Unless excess rafts of enough capacity are provided, the buoyancy and seating capacity beyond the rated capacity of the rafts must accommodate all occupants of the airplane in the event of a loss of one raft of the largest rated capacity. 
"
682|§ 121.339(a)(3)|"§ 121.339   Emergency equipment for extended over-water operations.
(a) Except where the Administrator, by amending the operations specifications of the certificate holder, requires the carriage of all or any specific items of the equipment listed below for any overwater operation, or upon application of the certificate holder, the Administrator allows deviation for a particular extended overwater operation, no person may operate an airplane in extended overwater operations without having on the airplane the following equipment: 
(3) At least one pyrotechnic signaling device for each life raft. 
"
683|§ 121.339(a)(4)|"§ 121.339   Emergency equipment for extended over-water operations.
(a) Except where the Administrator, by amending the operations specifications of the certificate holder, requires the carriage of all or any specific items of the equipment listed below for any overwater operation, or upon application of the certificate holder, the Administrator allows deviation for a particular extended overwater operation, no person may operate an airplane in extended overwater operations without having on the airplane the following equipment: 
(4) An approved survival type emergency locator transmitter. Batteries used in this transmitter must be replaced (or recharged, if the battery is rechargeable) when the transmitter has been in use for more than 1 cumulative hour, or when 50 percent of their useful life (or for rechargeable batteries, 50 percent of their useful life of charge) has expired, as established by the transmitter manufacturer under its approval. The new expiration date for replacing (or recharging) the battery must be legibly marked on the outside of the transmitter. The battery useful life (or useful life of charge) requirements of this paragraph do not apply to batteries (such as water-activated batteries) that are essentially unaffected during probable storage intervals.
"
684|§ 121.339(b)|"§ 121.339   Emergency equipment for extended over-water operations.
(b) The required life rafts, life preservers, and survival type emergency locator transmitter must be easily accessible in the event of a ditching without appreciable time for preparatory procedures. This equipment must be installed in conspicuously marked, approved locations. 
"
685|§ 121.339(c)|"§ 121.339   Emergency equipment for extended over-water operations.
(c) A survival kit, appropriately equipped for the route to be flown, must be attached to each required life raft. 
"
686|§ 121.340(a)|"§ 121.340   Emergency flotation means.
(a) Except as provided in paragraph (b) of this section, no person may operate an airplane in any overwater operation unless it is equipped with life preservers in accordance with § 121.339(a)(1) or with an approved flotation means for each occupant. This means must be within easy reach of each seated occupant and must be readily removable from the airplane. 
"
687|§ 121.340(b)|"§ 121.340   Emergency flotation means.
(b) Upon application by the air carrier or commercial operator, the Administrator may approve the operation of an airplane over water without the life preservers or flotation means required by paragraph (a) of this section, if the air carrier or commercial operator shows that the water over which the airplane is to be operated is not of such size and depth that life preservers or flotation means would be required for the survival of its occupants in the event the flight terminates in that water. 
"
688|§ 121.341(a)|"§ 121.341   Equipment for operations in icing conditions.
(a) Except as permitted in paragraph (c)(2) of this section, unless an airplane is type certificated under the transport category airworthiness requirements relating to ice protection, or unless an airplane is a non-transport category airplane type certificated after December 31, 1964, that has the ice protection provisions that meet section 34 of appendix A of part 135 of this chapter, no person may operate an airplane in icing conditions unless it is equipped with means for the prevention or removal of ice on windshields, wings, empennage, propellers, and other parts of the airplane where ice formation will adversely affect the safety of the airplane. 
"
689|§ 121.341(b)|"§ 121.341   Equipment for operations in icing conditions.
(b) No person may operate an airplane in icing conditions at night unless means are provided for illuminating or otherwise determining the formation of ice on the parts of the wings that are critical from the standpoint of ice accumulation. Any illuminating that is used must be of a type that will not cause glare or reflection that would handicap crewmembers in the performance of their duties. 
"
690|§ 121.341(c)(1)|"§ 121.341   Equipment for operations in icing conditions.
(c) Non-transport category airplanes type certificated after December 31, 1964. Except for an airplane that has ice protection provisions that meet section 34 of appendix A of part 135 of this chapter, or those for transport category airplane type certification, no person may operate - 
(1) Under IFR into known or forecast light or moderate icing conditions; 
"
691|§ 121.341(c)(2)|"§ 121.341   Equipment for operations in icing conditions.
(c) Non-transport category airplanes type certificated after December 31, 1964. Except for an airplane that has ice protection provisions that meet section 34 of appendix A of part 135 of this chapter, or those for transport category airplane type certification, no person may operate - 
(2) Under VFR into known light or moderate icing conditions; unless the airplane has functioning deicing anti-icing equipment protecting each propeller, windshield, wing, stabilizing or control surface, and each airspeed, altimeter, rate of climb, or flight attitude instrument system; or 
"
692|§ 121.341(c)(3)|"§ 121.341   Equipment for operations in icing conditions.
(c) Non-transport category airplanes type certificated after December 31, 1964. Except for an airplane that has ice protection provisions that meet section 34 of appendix A of part 135 of this chapter, or those for transport category airplane type certification, no person may operate - 
(3) Into known or forecast severe icing conditions. 
"
693|§ 121.341(d)|"§ 121.341   Equipment for operations in icing conditions.
(d) If current weather reports and briefing information relied upon by the pilot in command indicate that the forecast icing condition that would otherwise prohibit the flight will not be encountered during the flight because of changed weather conditions since the forecast, the restrictions in paragraph (c) of this section based on forecast conditions do not apply. 
"
694|§ 121.342|"§ 121.342   Pitot heat indication systems.No person may operate a transport category airplane or, after December 20, 1999, a nontransport category airplane type certificated after December 31, 1964, that is equipped with a flight instrument pitot heating system unless the airplane is also equipped with an operable pitot heat indication system that complies § 25.1326 of this chapter in effect on April 12, 1978. 

"
695|§ 121.343(a)(1)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(1) Time;
"
696|§ 121.343(a)(2)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(2) Altitude;
"
697|§ 121.343(a)(3)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(3) Airspeed;
"
698|§ 121.343(a)(4)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(4) Vertical acceleration;
"
699|§ 121.343(a)(5)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(5) Heading; and
"
700|§ 121.343(a)(6)|"§ 121.343   Flight data recorders.
(a) Except as provided in paragraphs (b), (c), (d), (e), and (f) of this section, no person may operate a large airplane that is certificated for operations above 25,000 feet altitude or is turbine-engine powered unless it is equipped with one or more approved flight recorders that record data from which the following may be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(6) Time of each radio transmission either to or from air traffic control.
"
701|§ 121.343(b)(1)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(1) Time;
"
702|§ 121.343(b)(2)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(2) Altitude;
"
703|§ 121.343(b)(3)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(3) Airspeed;
"
704|§ 121.343(b)(4)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(4) Vertical acceleration;
"
705|§ 121.343(b)(5)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(5) Heading; and
"
706|§ 121.343(b)(6)|"§ 121.343   Flight data recorders.
(b) No person may operate a large airplane type certificated up to and including September 30, 1969, for operations above 25,000 feet altitude, or a turbine-engine powered airplane certificated before the same date, unless it is equipped before May 26, 1989 with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(6) Time of each radio transmission either to or from air traffic control.
"
707|§ 121.343(c)(1)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(1) Time;
"
708|§ 121.343(c)(2)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(2) Altitude;
"
709|§ 121.343(c)(3)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(3) Airspeed;
"
710|§ 121.343(c)(4)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(4) Vertical acceleration;
"
711|§ 121.343(c)(5)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(5) Heading;
"
712|§ 121.343(c)(6)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(6) Time of each radio transmission either to or from air traffic control;
"
713|§ 121.343(c)(7)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(7) Pitch attitude;
"
714|§ 121.343(c)(8)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(8) Roll attitude;
"
715|§ 121.343(c)(9)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(9) Longitudinal acceleration;
"
716|§ 121.343(c)(10)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(10) Control column or pitch control surface position; and
"
717|§ 121.343(c)(11)|"§ 121.343   Flight data recorders.
(c) Except as provided in paragraph (l) of this section, no person may operate an airplane specified in paragraph (b) of this section unless it is equipped, before May 26, 1995, with one or more approved flight recorders that utilize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies and recording intervals specified in appendix B of this part:
(11) Thrust of each engine.
"
718|§ 121.343(d)(1)|"§ 121.343   Flight data recorders.
(d) No person may operate an airplane specified in paragraph (b) of this section that is manufactured after May 26, 1989, as well as airplanes specified in paragraph (a) of this section that have been type certificated after September 30, 1969, unless it is equipped with one or more approved flight recorders that utlitize a digital method of recording and storing data and a method of readily retrieving that data from the storage medium. The following information must be able to be determined within the ranges, accuracies, and recording intervals specified in appendix B of this part:
(1) Time;
"
